@RELATION Tweets
@ATTRIBUTE tweet STRING
@ATTRIBUTE class {0,1,2,3,4}
@DATA
'Good Morning...I got asian bangs and I dont love them....I dont think ', 0
'is up at 8 in the morning..enough said.. ', 0
'@davtoole cant bring myself to watch a film about Sheffield United. ', 0
'Out working with sheep ', 0
'I wonder if this is somehow related to my nose being freezing yesterday  But I drank orange juice and got 8 hours of sleep... *sad*', 0
'is photographing This Is Hell tonight!!! Damn, I really want to go to Groezrock ', 0
'Advertising and marketing research tomorrow  hope i know stuff :&quot;(', 0
'think i may have to go to the er today ', 0
'Straightening my hair. have to go to orthodontist. ', 0
'Hope to ride first TT of the year, Bangor 5, if I can get away from work in time, looks like rain too ', 0
'@kimmy_long_legs Just missed you. Theyre out of Tomato &amp; Basil soup though ', 0
'our littlest hen is looking a bit miserable, hope its not the return of being egg-bound ', 0
'@Yourmumsmabitch Well I was there for quite a bit when your car stopped working :p Damn I forgot about your car sorry  Poor thing', 0
'no more rain pleaaaaseeee ', 0
'@Stephdadi @kabutcher early symptoms yet nothing too bad still hoping its just that ', 0
'is trying to anti-bac her work area to keep the coworkers germs away. everyone seems to be sick ', 0
'stuck in college AGAIN ', 0
'@sk8mate are you going to do the show in cardiff...nothing ever seems to come to wales. ', 0
'@josesosa Shit man, they closed your birthday thread ', 0
'You know you work yourself too hard when you have to set free time for your self.  So Im spending it here', 0
'There is 1 less squirrel in the world now... ', 0
'Argh...throttled to 64k up and down...I know dialup was slower than this, but man the net is painful at this speed ', 0
'so looks like ill be going to school ', 0
'there is NOTHING worse than an ill-fitting bra ', 0
'Going to bed...again. Sad that ex started 2 ignore me when exs new crush logged on. ', 0
'@Adka88 ya this one - its just really expensive in Swiss     http://bit.ly/aBxtk', 0
'is sitting in jury duty ', 0
'i want my money ', 0
'Sat on the beach in Woolacombe. Sun is out but its cold ', 0
'Brrrr...its cold ', 0
'this is embarrassing and irritating. Conchords in Tampa Review. http://is.gd/rbFC ', 0
'my back hurts. argh. i miss my bloke. ', 0
'random thoughts pt 3 of 3: im onto season 3 of l word. i dont want to watch this season because my favorite character dies. ', 0
'im so un-realisticly gutted that i cant go download this year and see papa roach. ', 0
'Sydney rail advertising. http://twitpic.com/2ybkw Graduate programs at railways was my first choice but alas I ended in fashion ', 0
'coughing a lot ', 0
'@gazpachodragon Unfortunately he saw my sneaky advances and has already squirrelled it away deep under his desk ', 0
'I think I have a fever.  iDie. Dont know if Ill be able to make it to class. BOO!', 0
'Knows Im sick if I dont want coffee ', 0
'wondering why ASP.MVC has done such a complex issue with simple CheckBox stuff ', 0
'NOT NAKED   Snow flurries in Ga. on 4/7 for chrissake!', 0
'thats y i never play uno  all the green cards go', 0
'an hour has now passed n im still on this digital img thing.  all nightaH.', 0
'@nessie111 think its over here babe ', 0
'key.. this is just weird ', 0
'bleh...didnt wake up on time to leave work early for the chiropractor ', 0
'someone save me from bio lecture... its too early for this! and my knee is black and blue ', 0
'@ajwillis Im fed up of Sainsburys altogether, just been for the dreaded big shop. Our cat food now only available in small boxes ', 0
'@bexxi So do we. The appropriate authorities have been informed. ', 0
'On the bus off to school... Boo. Making up the biology test today. ', 0
'working thinkin of ways to leave this place feeling like Trey songz Just gotta make it lol i hate wall street its so Gray and sad ', 0
'i wish it was sunny  at least then i could try get a tan lol', 0
'SHITTY DAY! ', 0
'@Hollywood_Trey ha what are you now my P.A ? man id tell people to follow u but I might miss our tweeting too much ', 0
'Well Im gonna go get ready for school, then Im going to school ', 0
'@servermojo I love your service but getting too many false positives to tell people about my public page Im afraid ', 0
'Why would emotions suddenly pour out..?? I just remembered something that happened, n im very badly feeling it..!! ', 0
'Firefox 3 is so frustrating sometimes. Crash every 2 minutes without notice ', 0
'All Apple stores closed today  maybe inventory day??', 0
'[and as far as Im concerned, I cant help but feel Im going about everything wrong.  ]', 0
'@chaddyp that movie is so sad! ', 0
'Ouch, I just bit my tongue as I sneezed. Blood tastes rough ', 0
'@PaulaAbdul You need to get more sleep! At least on nights before Idol. ', 0
'Up at 3 am for 6am flight ', 0
'Is feeling very confused and meh... ', 0
'got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo', 0
'Up and at work after a late night watching the game. State lost ', 0
'@heybonnie  well text me when you have it. ;) weee', 0
'not in mood  hate it,, got a hedache!! but still have a homework to do, huh!', 0
'doesnt know why her body hates her. she is getting sick again and woke up before 7 am on a day when she doesnt even have classes ', 0
'@jowhit send it Bk this way pls lol im burning again ', 0
'@NOLAnotes ohh...dont like bell peppers ', 0
'ok so HOW do I post a photo from lappy on here? cant c button 4 it ', 0
'@jcg1483 I hope so. Obviously usage is a massive factor but i currently get about 12 hours out of my N95! ', 0
'work til 5. quick dinner. class til 9. I haaate tuesdays ', 0
'Me thinks its my turn for what @mcarvin has. ', 0
'@jemcam but your going away and so is B... looks like we will have to wait a while ', 0
'@oooooooof yeah I should but no time to do such thing ', 0
'Riddle me this: WHY is it SNOWING? Not flurrying, S-N-O-W-I-N-G? ', 0
'Its cold ', 0
'1 in 6 of my previous friends and colleagues at RBS are going to lose their jobs  http://news.bbc.co.uk/2/hi/uk_news/scotland/7987659.stm', 0
'@thellyv no plans yet. ', 0
'Apparently, a TWAT (Tweet Squatter) already claimed the name Sketchbot.  ', 0
'god damn...these hurt ribs are seriously cramping my exercise style. ', 0
'UNC dismantles Mich. St. to claim championship I wanted Nova to win ', 0
'has got homework to do ', 0
'@LorettaK @HeatherShorter Seriously though - there are 6 pairs of shoes in that fedex box, all bought recently ', 0
'mai thi communication system m� ch?a c� h?c ???c ch? n�o h?t, ch?c l?i f?i n?p gi?y tr?ng nh? h�m thi m�n Anten qu�,  :&lt;', 0
'oh my god internet explorer 6 and 7 i just dont understand you guys ', 0
'@jtothe9 very nice! cannot afford them though, no matter how good the price is ', 0
'10� for the lunch canteen. Welcome in Paris!  At least it was good...', 0
'@KendellRenee I will be down there in 3 weeks... but u will be gone  We need to catch up!', 0
'Raining on a vacation day ', 0
'Oh Parky no  http://uk.tv.yahoo.com/blog/article/138886/ Should Jade have been punished for being brought up poor then?', 0
'@scroobiuspip you have my name.  it has made me very sad. I wanted to be twitter.com/scroobiuspip', 0
'@cyclesocial 3 out of 3 comments are negative on that story http://tinyurl.com/cgqajm UK Society seemingly doesnt want to slow down ', 0
'@rabble I know   And others shouldnt even be mentioned on that paper. In any case, its unbelievable to read that stuff.', 0
'i think ive got a wisp on my eye ', 0
'Kinsey Whearty put too much milk in her coffee and chicory.  Oh sadness, alas...', 0
'Kal Penn is my hero! But did you really have to leave House? ', 0
'i want Sykes back, really bad ', 0
'OK, I now have a question that needs to be answered...Why are dreams so hard to acheive?  x', 0
'isnt digging the fact that it was 78 degrees less than 48 hours ago and its 29 now and windy.  ', 0
'they threw away my water bottle  annoying on more than one level.', 0
'31 days, 2 seminar papers, 1 Spanish exam, 1 play to go. &lt;3  I only want to play Mario Kart with Ruby.  lolz', 0
'is warning you, if a physio tells you they want to do soft tissue manipulation this, in fact, means they want to KILL you and be EVIL!! ', 0
'Up and studying in the early morn, motivated by my very bad dream! ', 0
'@coffeemaverick I have a brick... err... laptop that did the same thing.  My condolences.  ', 0
'this day is set to drag. 9-7 is not my ideal shift. ', 0
'work all day long ', 0
'@ellielocke you have 1 day till easter? no fair, i have two days and two exams till my easter break ', 0
'is super tired and really wants to go to bed but i have so much h/w to do......omg uni drains my life ', 0
'rehearsal makes my head hurt. ', 0
'Trivia was triviatastic. Home again. Working. ', 0
'OK... Gotta find some friends or something its shameful giving updates to myself... ', 0
'Sore throat. ', 0
'Here we go again. Same old same old. ', 0
'Daylight saving is over  it Id now dark at 7! Not fair! I dont like it ', 0
'So tired! Didnt go to bed until almost midnight ', 0
'i have realised something. whenever i cant text phoebe i email her, like in macau, i emailed her endlessly, its the same now  no Sykes!', 0
'Feeling wacked out - this is why I hate taking these tablets ', 0
'Like most others, I do feel inclined to say... Wowowowow its cold! And snow  etc etc.', 0
'Bah, Im so hungry. ', 0
'Beware of impending MacHeist spam (i want Delicious library 2 ok? sorry  )', 0
'sucks that I had to change the settings for comments on my blog.  damn spammers.  ', 0
'Got a cold  Hate this Dutch weather!!!', 0
'@RebeccaVasmant still no better then hun?  drink loads of fresh juice.. try and get smoothies, thatll help!! speak later, kisses xx', 0
'The suns out and Im stuck inside ', 0
'everything in facebook is down ', 0
'Isabeau Ella-Marie Carpenter wntd mommy 2 call in sick, i miss her  http://apps.facebook.com/dogbook/profile/view/6215591', 0
'Some things even spell check cant fix ', 0
'Tigger lost his bounce. ', 0
'Got my ass KICKED at the pool function last night... Ive never been so sore!!! ', 0
'Realized its Holy week &amp; my pastor mother is going to have to fit in hospital time between services &amp; whatnot. No bueno for her. ', 0
'I have a bad feeling this is going to be a doozy of a day... ', 0
'@lauraEchilds noooooo  dont make me cry', 0
'@problogger aweber doesnt have a time feature on sends? ', 0
'So sick! I dont wanna miss class today ', 0
'last qs just announced hes heading out too - just me left ', 0
'Trying to figure some things out.....my brain hurts ', 0
'@tornadoliese Bummer, I didnt think so! ', 0
'@shylands get a job ', 0
'@silent_dave lol well you call it me enough Im starting to think you think I am a tit ', 0
'@kg86 Wish I could get some in Mangalore also ', 0
'im sooo friggin borreeeed ', 0
'Doubt anyones even reading these. Lol. I have no followers! ', 0
'Can anyone recommend a router with *good* wi-fi reach? Got a Netgear WNR834B v2 now, but connection with the iPod keeps dropping ', 0
'My throat really hurts ', 0
'long day ahead...weening off caffeine ', 0
'Wondering why we have snow in the springtime    Chillin inside 2 day', 0
'@shazy_s omg that silver bmw jwas outside my house again n when i looked out it drove off!!!  who is this?', 0
'The killer toothache is back  test was crappy. Kill me', 0
'@warsongraven i can haz a title with mirror in it plz pretty plz  ', 0
'You know its going to be a long week when u wake up thinking its Saturday ', 0
'My baby turns 9 yo today! Im feeling a little old! ', 0
'@dimensiondvdrob no, I did not get it!  Maybe the mail lost it. ', 0
'Just stopped in at Subway. They didnt have the Fearless songbook at Music Cellar  Spent 6.50 on theory books I dont even want :/', 0
'im at work. also just realized i am going to fall about $100 short of depleting my work-study funds. noooooo i refuse to work extra days ', 0
'Sending condolences to all my Sparty friends... ', 0
'cant draw James deans hands right ', 0
'Ugh i hate being sick i would rather be at school then be sick right now. ', 0
'aww man, i cough a lot these days and my throat hurts like hell...i might get a doctor check-up ', 0
'The animatic project is done. Got a positive result.  Now I just have to write a 20 page report in 2 days. Its gonna be fun. ', 0
'School  Why couldnt I be sick today! ', 0
'ive been thinking about getting a blackberry or an iphone or something, sucks that they all have 2 year contracts ', 0
'Face burns with acne stuff the doctors gave me!!!! The only reason I use it is because it takes away the acne and the acne scars! ', 0
'Sitting inside as the rain has ruined my plan for a walk. Oh Ireland ', 0
'argh. Forgot my ibuprofen ', 0
'Waiting to go to the dentist and wondering when this flippin cold is gonna go!! i feel poorly ', 0
'Is workin. Today is my monday  ', 0
'I am driving back to Kewanee to work.  so sleepy.', 0
'Yawn woke up. Time for another day of ignoring my &quot;friends&quot;. Goody. ', 0
'My macBook is behaving very strangely.... ', 0
'SAT homework ', 0
'I wish the hills started here tonight aswell ', 0
'In a serious mood this morning- def, need to change that asap  &lt; ; ) Wondering if I should take on a new account or focus on me n eff $', 0
'@bandofmagpies Damn them!   Seriously though, that sucks....', 0
'hatesss side effects  at least im better today &lt;3', 0
'@ladylonline Ive been good; and girl I havent been in the blog scene for almost 3 weeks  Sooo yeah lol buuuut I will check it out soon!', 0
'My ass is so cold. ', 0
'needs a new looking good for Jesus mirror..mine broke.. ', 0
'@ALStrays Oh poor wee thing  Nice to hear shes been rescued though.', 0
'Full Of The Cold:; Starting To Bring Me Down ', 0
'i wish Frankies weather report was wrong ', 0
'gaah have to work early tomorrow. grrr couldve spent the day fullfilling my hearts desire by shopping! think of the moneeyy hinnaa ', 0
'power is out ', 0
'the seas are rough today....my stomach is not gonna be happy ', 0
'Disappointed about where the House Season is going. . . . . . sigh. . . Used to be such a great show! ', 0
'Im still so cold and tired. ', 0
'Good morning twitter world its my 13hr day today   Keep laughing so I can get through it!!!', 0
'Booooooo snow!!!!! ', 0
'Poor MSU, was hoping they would beat them Heels ', 0
'@SelenlovesMcfly NOOOOO!!   Are they really angry? :(', 0
'33 precious minutes with my one and only then no more til tomorrow ', 0
'So sleepy this morning!  ', 0
'Ugh I feel like death. I just wanna go back to sleep, the only thing making me go to school is dumb precal quiz ', 0
'@attilacsordas  Im afraid not. I have a sony viao, thats officially  not mine, and a windows desktop ', 0
'doesnt wanna do uni work today but has to ', 0
'..for my finals... ', 0
'Why has my i-tunes ceased working?? I was in the middle of loading No Doubts singles collection on my i-pod ', 0
'Is worried sick about Santino. He has a fever ', 0
'i need a pick me up. probably should be tackling cardio right now. like thats gonna happen... ', 0
'@troubalex Sorry, we see  this twitter account is for you personally. Should we follow another for #qt4 community events? Are we alone? ', 0
'@lucky_gift yay! shes not a bitch, just flaky ', 0
'I broke the zip on my trousers. ', 0
'shot 900 photos today in Kyoto. A few had a black dot on them from dust on the sensor  Fixed now. Sorting them all will be a nightmare.', 0
'@mollylaurel no his own dog, poor thing ', 0
'@DonnieWahlberg word on the street is that &quot;face time&quot; is not worth the $375.... No individual pics and rush, rush, rush..... ', 0
'@Maceymace its at 9:00 but ive gotta be there 15 minutes before.. :/ so very early!!  my sisters boyfriends doing it the same day', 0
'supposed to be working at the moment - pretty bored tho ', 0
'Ugh im so tired dont feel like goin to scool! ', 0
'Good Morning Amy!  Your snow going away yet?  I cant deal with budgets &amp; numbers this early in the morning at work....... ', 0
'@chrisbrogan Whats not cool is all the snow in Detroit lately....   (haha!)', 0
'Is it Friday yet? Thankfully I have Friday off so maybe I should ask if its Thursday yet? And the answer, unfortunately, is still no ', 0
'On my way to the airport. Leaving florida.  worst day ever.', 0
'I feel like death, cant even believe Im at work right now ', 0
'Simba is already missing Sally &amp; Zac  http://apps.facebook.com/catbook/profile/view/1043840', 0
'is in shock de ce se intimpla in Chishinau shi nu m-am dus sa sarbatoresc Ziua Internatzionala a Sanatatzii ', 0
'Man. I have some bad sleeping patterns. ', 0
'Im on my grind today I have to work both jobs  sucks to be me. Hopefully no dumb ?s or long boring meetings with people complaining', 0
'bummed that I forgot to go to Wal-Mart this morning at 5am on my way to work to get the new RF CD! UG! Guess Ill go on my way home ', 0
'House completly surprised me last night. I cant believe I cried watching an episode of House. So sad. ', 0
'@teh_lisa  I know!!!!!!  Why not Taub instead?!? NOT KUTNER  ', 0
'Baby is  really sick!!  ', 0
'Getting ready for school, cant seem to focus my eyes yet...not a good sleep. ', 0
'@marpagan what happened? ', 0
'Horrible day so far and its only 7:30 am ', 0
'bored as hell but working... what will this rainy day bring me... miss my boo ', 0
'Was headed to bed when I realized I have Tafe and my designs will defult to helvetica when I arriive with out all my fonts ', 0
'Just when I think House is getting better, it goes and pulls that shit. What the hell.  This show has gotten so bad.  ', 0
'I was fine until I had to speak to the nurse, now she has made me doubt myself and my decisions. Feel totally and utterly deflated ', 0
'doesnt want to clean Daddys yacht, or write his dissertation. He wants to plan a forty-five minute magic show. ', 0
'Searching for a job! ', 0
'@scottavenue very emotional. just found out n cried  gna miss u all xx', 0
'is cold ', 0
'@lelebelle at this rate its hard to tell when Ill get to  I feel asleep watching the so from 2 weeks ago! Not the shows fault though.', 0
'@GiulianaRancic:Im very excited my cardio kickboxing instructor is teaching close by again! I had lost 30 lbs w/her. Back on w/out her ', 0
'@kdfw the girl in the suitcase story is just messed up..  Cant imagine anyone doing something like that...  ', 0
'I wish my computer wasnt broken so I could get a effin pic up..why cant I do it on my blackberrry ', 0
'Having an awesome time in Florida...but its my last day.  ', 0
'Oh no. No no no.  Getting sick...this is gonna be a bad one ', 0
'okie doke. going to school. hopefully ill feel better throughout the day.  here goes nothing...', 0
'has hit the biggest writers block. ', 0
'I love the hyacinths &amp; daffodils that I put on my desk, but now I think the pollen is starting to affect me  allergies suck', 0
'@flipgonzo no  not that i know of. I should annotate it. The slides are minimal and dont contain all the good bits LOL', 0
'my schedules all messed up. gaaak. too many deadlines looming in the horizon! ', 0
'@thejrod @idolan a problem compounded by the fact theres no coffee in IT  - sounds like monday 2.0', 0
'gah. my wrist is still hurting ', 0
'Just had the guy from the insurance company over, re: flooded kitchen. Much chin rubbing later, its all got to be ripped out. ', 0
'heres to hoping today goes by quickly... ', 0
'@ProudKiwi Im still working ', 0
'So Im not sick anymore. Twilight Zone? but I did go to bed with wet hair so now its still wet and Im terribly cold  but not sick? weird', 0
'@StephWeber I must not have unlocked that one, yet. Im a slowby. ', 0
'Listening to frank turner curled up on the sofa with puffy eyes and a cold ', 0
'@LiquidDragn I cant even pretend I understand what is going on. Ps. your stinkpad is dying ', 0
'Jury duty boooo ', 0
'Time to go to work  Must stop knitting ', 0
'Gettin up and gettin ready to do some more taxes. ', 0
'Good morning. April 7th and its snowing ', 0
'So I see snow outside, Im so sick of Ohios weather!! 2 more years till I move down to Palm Springs, CA..missing 79* weather!! ', 0
'It�s sunny!  But I need to wash dishes ', 0
'Fuck i ripped my last pair of jeans ', 0
'Jays home opener was amazing!  No streakers though ', 0
'my fave hairdresser still isnt back  Hope I dont get a rubbishy cut on Friday! So.many.dead.ends &gt;_&lt;', 0
'@amyxo yea thats what im doin, it just hurtsss   hows weston?', 0
'and then there was one (me) ', 0
'@bigjonevans @willgray79 you asked for a &quot;Volunteer&quot; for Monday, not sure mine will be there    http://bit.ly/13qWMV', 0
'I hate being treated different by someone when other people are around. ', 0
'@joconchie Ah well ..win some lose some ! Wouldve been nice to have bet on the 100 to 1 winner!! ( if wishes were horses !). ', 0
'Getting ready for work...Im super sleepy ', 0
'~ANNOYED that my pic wont upload...and nooooo its not too big!! ', 0
'@holliebox Sounds like back when I was in college and had to submit a perfectly replicated musical recording as a .mid file. ', 0
'@sinjax Alas MusicBrainz does not recognise the mp3  http://content.ytmnd.com/content/1/2/a/12a04f12b7524534b0275a0ab5fcab9e.mp3', 0
'Hates the cereal at the end of the box ', 0
'@tiffanyizatt lol. it should be in the upper 70s here  this cold is just wrong.', 0
'i have such a long day today  and it may snow?! what...not cool Penn State!', 0
'Im working and Im mad about it ', 0
'@dylansongs No unfortunately, it seems to be only available in the US. Not Canada either. ', 0
'@ElenaBrowne was goooooooooood. you never came on  missed naked time LMFAO xx', 0
'ergh really shitty mood again. bored of not being able to move now, really  and i want to go the pub later!!!', 0
'@todd1985 No, I think she leaves for a visit with her Nana tomorrow. ', 0
'@jharb_weave boo Im sorry  Stupid eyes...why are they so important anyway?', 0
'its so cold outside, and its rainy!!  plus my nose wont breathe, *aapchxi*.', 0
'my eyes are sore today!    I HATE SNOW!', 0
'waiting for jason to wake up.. could be a while ', 0
'just back from truro, huge queue in the bank.. ', 0
'Lauren doesnt hand hug me anymore ', 0
'Its one thing to hear yourself sing. Its another to hear yourself read a passage from a book. My life is now changed forever. ', 0
'Getting ready for the floodgates of patients to open. ', 0
'@supaswag I follow your blog.. you havent posted anything there in weeks ', 0
'Only got about 3.5 hours of sleep. Insomnia sucks ', 0
'i am miserablely sick ', 0
'Watching Fox - Wheres Gretchen? ', 0
'Correction. Lawyers need to go for PLAIN ENGLISH lessons ', 0
'have to work today  ', 0
'@VanessaHudqens dont hold that against us  were not all bitches like that lol ', 0
'Just off for a walk down the seafront. Typically the dark clouds seem to be closing in ', 0
'@PhilonBOB Good morning to all of you!!  Who won the birthday game?  Cannot get you on my radio at my desk ', 0
'Wish it wasnt so nice outside, i wouldnt feel poo revising then ', 0
'I couldnt be less prepared for my 11 AM finance exam...  And I cant seem to make myself do anything about it ', 0
'arm hurts  my brother pinched me &gt;', 0
'@criana godspeed, I have one this Friday ', 0
'@felicecuore Singapore is too boring ', 0
'woke up to milo having a seizure. ', 0
'Apparently got both parents sick. Oops. ', 0
'@SouthwestAir does this mean youre leaving ISP? ', 0
'today pics for the annuary!!!! ', 0
'The pictures are up! My daughter Olivia is sick today   At least ther Brewers open their season today.  Go Crew!', 0
'@SLessard Hi Stefan!Unfortunately i can�t go to DMB concert in Brazil  I was studing surgery,i�m becoming to be a doctor i was busy :/', 0
'@ensredshirt I forgot all about Chuck! I didnt remember until about 8:15  I will have to catch it online...', 0
'got off @ 12:30 am and now I am on my way back 2 OCS land! ', 0
'@andrewcareaga Tried to listen to the Hold Steady, but theres no way to taste the songs before purchase. ', 0
'doesnt understand the thought process behind yoghurt pot lids. Why would you make something designed to be licked out of sharp foil? ', 0
'Heading to get some shut-eye...I need it ', 0
'ugh... i dont feel good this morning   hope that goes away...', 0
'School again... ', 0
'@itslacey hey girlie. sorry youre having so much troubles with getting home!!!    have a safe trip!!!', 0
'At work ', 0
'I have a terrible headache ', 0
'A french vanilla capp sounds really good right now. Too bad i dont have one ', 0
'@HDNet Please put the ROH shows on your Xbox 360 channel.  I dont get your channel so I dont get to see ROH.  ', 0
'Still very cold and snowy and working late ', 0
'@jennielees - Your blogs RSS feed for Posts seems to be broken in Google Chrome ', 0
'trying to wake up while checking my email before going to work while the rest of the world (and my husband) is still in bed!! ', 0
'is at work ', 0
'why do i only think of good april fools jokes waaaaaaaaay after its over! didnt even fool anyone ', 0
'going to the doctors again for the anxiety ', 0
'gah. sorry aboutt that ', 0
'off to do the wash, then home to nap, slept for crap, feel like shit ', 0
'@mistressmatisse That link isnt working  http://ff.im/1Yepk', 0
'having my first lie in in ages has given me a headache ', 0
'Woke up to the sound of scraping frost off of a car windshield  work, then 4 page play review....oh today is not looking fun', 0
'@Hamperlady Innocent no longer have my custom ', 0
'Got damnit....itchy watery runny eyes  LEAVE ME ALONE SPRING!!!!', 0
'In bed now, alone  lol', 0
'vbscript foiled by change managment dam you change managment and your anti alt+f4 blocking skills ', 0
'@djkaton  how come?', 0
'Longest day of the week ', 0
'Grr stupid login script aint working ', 0
'Now I hurt my shoulder again.  When will my life stop sucking?', 0
'Going to oban today!! Love it there!! The only bad thing is that its raining from the heavens!! ', 0
'what if your egg hatches and no its not a squirtle with Flamethrower but a goddamned weepinbell with Wrap and Sleep Powder reaaal useful ', 0
'@EdGandia Thanks for the post. Interesting, she refers to my group at the very end but doesnt mention it by name. ', 0
'Okay, Mother Nature, you win. My winter jacket is back on today. ', 0
'my sight is blurring a little bit lately... i hope i dont need glasses ', 0
'http://twitpic.com/2yc8x - And this guy was eyeing me off for his lunch!!! ', 0
'@TomFelton love the pancake. It looks yummy! Pity you cant email food  Im ready for a late night snack about now...', 0
'watched Marley &amp; Me finally....oh boy...cried like a baby~~though Owen Wilson would not have been my pick for Grogan ', 0
'Oh I dont like the first few chapters out of New Moon, lol. When will they come back? ', 0
'lil1 has gone with her Dad in the tractor and Im going to clean the bathroom ', 0
'there is a green hair on my screen and i cba to move it ', 0
'My lola is at the vet getting fixed  i miss my lolohs!  and now mommys surgery got delayed til the 29th?? ugh! ill be gone by then!!', 0
'is so sick. my body hurtssssssssssssssssssssss. ', 0
'DANG VIRUS!  Ive avoided the sickness thing going around but one of my computers has not... crap ', 0
'@froogle ITS GREAT ! 3 days of London, 2 and a bit hours up, nearly 5 hours home again ', 0
'Part two of my HP saga: Black cartridge I bought way back dried out since I couldnt actually use it in my printer. 15 � gone. ', 0
'I really wanted Joel to say &quot;Jesus&quot; on CBS this morning. Alas, he did not  #fb', 0
'@MaryBethune Im great thanks! Ugh! I have school today. ', 0
'@TeenieWahine I bet the snow doesnt help  Yeah after a few days I get the itch to go back to work too! lol ;)', 0
'I love the love the love loves me,but that guy i love dont loves me ', 0
'very tired today! struggling to muster up energy! ', 0
'thinks that Nigella does a shit tea add ', 0
'@TomFelton Woo Australia! Has he been to Sydney? Sydneys luxury &amp; Melbourne is arty. I want to move to Melb. ', 0
'one of the bunnies died today  It wasnt my fault! It wasnt my fault!!!! ', 0
'Waiting for Ryan to get here. My phone doesnt work ', 0
'@alexcheahtz HAHAH YES hes so cute and he has the most gorgeous face ever!!!  HAHHA', 0
'Jack cant wait until he gets hom from the Vet. My leg hurts   http://apps.facebook.com/dogbook/profile/view/6236285', 0
'It appears I am allergic to the dish soap we were using - my hands are peeling like they have a very bad sun burn ', 0
'im filled with anguish because im not outside now when the sun is shining. damn!! i think about go out and do something. BUT WHAT!? ', 0
'@David_Henrie I cant find it  I searched it and it said nothing was found', 0
'@danoool HAHHAHAH i can imagine that would have caused GREAT laughter...wish i had the guts to do that ', 0
'@chriscanal webcast sounds cool. Interested to hear what youve got to say on Rhino.ETL as weve still got projects stuck in SSIS ', 0
'Trying to get my head around this. Having a tidy/sort day with the wife whilst trying to play mousehunt. Not good ', 0
'@RebeccaHappy I just miss the 4th Amendment. ', 0
'@hayleykitkat Best place to be! Much better than a silly office  Although it is sunny out so a beer garden would be great right about now!', 0
'@LindseyMaeMusic Its like that here in Michigan, as well. =/ I want the Summerrrrrrrrr! ', 0
'@natalidelconte Didnt u tweet about Verizon FiOS problems before? Crap! I just signed up ', 0
'Its my birthday!!!  too bad I have to spend it without the hubby...', 0
'@keishaaa cant say it in public, keshkesh  ill go online on y!m.', 0
'@jgamet Jeff Gamet is out sick for this weeks Design Tools Weekly podcast. I miss him ', 0
'cant believe im sick again. ', 0
'@wyndwitch I wish I had had to look that one up ', 0
'my prince was watching me while the photograph took my photos.... embarrassing... ', 0
'@Rob_Jensen That is a chilly wake up call and $$$$ to boot. Bummer ', 0
'@stephenfry you passed me outside Costa on Old Compton but it was too late by the time I thought to ask for a twitpic moment ', 0
'@evarley I think its Mac only. Sorry ', 0
'my &lt;3 is so heavy! Another bout of tears. ', 0
'@MaryBethune I hate school right now! You are lucky you dont have to go! ', 0
'@melodyareli Yeah, I dont either  Hopefully if it does, it will be just a fluke and melt right away.', 0
'Trying to get rid of brightness and alphas in Flash. File keeps exporting with the brightness and alpha in tact. ', 0
'It�s such a nice day outside. And here�s me stuck at my PC ', 0
'Buttload of work....i wish people hated cars more ', 0
'Im wearing dumb running pants ', 0
'has coffee breath. i need something minty. ', 0
'off to  slow start, somewhat planned... the boo had us up much of the night cuz she couldnt breathe - cold+TX allergies ', 0
'also wants 2 throw a shoe ... ', 0
'i would love nothing more than to go back to bed and sleep all day... definitely not feeling up to par today ', 0
'@sskarimi Enjoy the sun! I have to work... ', 0
'@pgh_1980 awe.... sorry to hear   What are you up to this weekend?  We need to catch up, Ill be home from friday to sunday!', 0
'@theellenshow http://twitpic.com/2cepq - You never told your cow story! We were waiting for it. ', 0
'Ha ha got all excited because I got a new text then realised it was from service provider ', 0
'Just done 2 Rick Rolls. But then @jaaake3 avoided it ', 0
'Napoleon is missing ', 0
'that.. IM MISS MY DAD! ', 0
'Back to work I go!!  ', 0
'@McSasha youre really hilarious this morning ', 0
'i think Alfred is dead but Im too scared to check ', 0
'Im still not feeling very well. Why is it that recently im getting sick so often ', 0
'Back to work. ', 0
'Really liking the new Yahoo Music Pages http://new.music.yahoo.com/velvet-underground. The only problem is that it uses Rhapsody ', 0
'@jaime1013 Why does he have to redeem himself....?? And I dont venture into Jordan AO...I dont have time to go everywhere ', 0
'is feeling pretty yucky! got this cold/flu thing going around  BOO', 0
'@juuliannaaaa  i havent slept. boo! i wish it snowed here.', 0
'So. Fell asleep at 630. Class in 15 min till 12. ', 0
'Happy Birthday, @rrdad! Too bad you also are travelling today. ', 0
'My laptops broken, so no tweets for a while.  But holidays! Woohoo!', 0
'cooks rolling to leicester edi if u can put a shouta out 2 tonite its gna b amazing but im not going to be there  lol NEED SOME FOLLOWERS', 0
'Power outage on Campus Kirchberg (uni.lu). This explains why the prompt on the PS3 I was logged into froze ', 0
'I thought it was April....Spring time, but when I woke up, it was SNOWING! ', 0
'it is snowing ', 0
'@gabbydario oh yesss it is ! hope it doesnt end  i can hoedown throwdown m/', 0
'Chris and I have been up for over an hour and a half while the rest of the family sleeps. Yay Pacific time! ', 0
